"province","date_recovered","recovered","cumulative_recovered"
"Saskatchewan","31-07-2020",24,1008
"Saskatchewan","01-08-2020",46,1054
"Saskatchewan","02-08-2020",16,1070
"Saskatchewan","03-08-2020",19,1089
"Saskatchewan","04-08-2020",8,1097
"Saskatchewan","05-08-2020",36,1133
"Saskatchewan","06-08-2020",31,1164
"Saskatchewan","07-08-2020",57,1221
"Saskatchewan","08-08-2020",24,1245
"Saskatchewan","09-08-2020",12,1257
"Saskatchewan","10-08-2020",8,1265
"Saskatchewan","11-08-2020",29,1294
"Saskatchewan","12-08-2020",20,1314
"Saskatchewan","13-08-2020",11,1325
"Saskatchewan","14-08-2020",22,1347
"Saskatchewan","15-08-2020",9,1356
"Saskatchewan","16-08-2020",9,1365
"Saskatchewan","17-08-2020",22,1387
"Saskatchewan","18-08-2020",16,1403
"Saskatchewan","19-08-2020",7,1410
"Saskatchewan","20-08-2020",9,1419
"Saskatchewan","21-08-2020",20,1439
"Saskatchewan","22-08-2020",19,1458
"Saskatchewan","23-08-2020",14,1472
"Saskatchewan","24-08-2020",10,1482
"Saskatchewan","25-08-2020",8,1490
"Saskatchewan","26-08-2020",30,1520
"Saskatchewan","27-08-2020",7,1527
"Saskatchewan","28-08-2020",16,1543
"Saskatchewan","29-08-2020",5,1548
"Saskatchewan","30-08-2020",1,1549
"Saskatchewan","31-08-2020",12,1561
"Saskatchewan","01-09-2020",6,1567
"Saskatchewan","02-09-2020",4,1571
"Saskatchewan","03-09-2020",3,1574
"Saskatchewan","04-09-2020",4,1578
"Saskatchewan","05-09-2020",1,1579
"Saskatchewan","06-09-2020",0,1579
"Saskatchewan","07-09-2020",1,1580
"Saskatchewan","08-09-2020",7,1587
"Saskatchewan","09-09-2020",0,1587
"Saskatchewan","10-09-2020",6,1593
"Saskatchewan","11-09-2020",5,1598
"Saskatchewan","12-09-2020",4,1602
"Saskatchewan","13-09-2020",1,1603
"Saskatchewan","14-09-2020",1,1604
"Saskatchewan","15-09-2020",12,1616
"Saskatchewan","16-09-2020",4,1620
"Saskatchewan","17-09-2020",4,1624
"Saskatchewan","18-09-2020",15,1639
"Saskatchewan","19-09-2020",3,1642
"Saskatchewan","20-09-2020",1,1643
"Saskatchewan","21-09-2020",2,1645
"Saskatchewan","22-09-2020",9,1654
"Saskatchewan","23-09-2020",19,1673
"Saskatchewan","24-09-2020",8,1681
"Saskatchewan","25-09-2020",18,1699
"Saskatchewan","26-09-2020",6,1705
"Saskatchewan","27-09-2020",5,1710
"Saskatchewan","28-09-2020",9,1719
"Saskatchewan","29-09-2020",18,1737
"Saskatchewan","30-09-2020",13,1750
"Saskatchewan","01-10-2020",9,1759
"Saskatchewan","02-10-2020",10,1769
"Saskatchewan","03-10-2020",13,1782
"Saskatchewan","04-10-2020",0,1782
"Saskatchewan","05-10-2020",19,1801
"Saskatchewan","06-10-2020",20,1821
"Saskatchewan","07-10-2020",11,1832
"Saskatchewan","08-10-2020",13,1845
"Saskatchewan","09-10-2020",26,1871
"Saskatchewan","10-10-2020",12,1883
"Saskatchewan","11-10-2020",5,1888
"Saskatchewan","12-10-2020",12,1900
"Saskatchewan","13-10-2020",11,1911
"Saskatchewan","14-10-2020",9,1920
"Saskatchewan","15-10-2020",16,1936
"Saskatchewan","16-10-2020",10,1946
"Saskatchewan","17-10-2020",9,1955
"Saskatchewan","18-10-2020",8,1963
"Yukon","12-02-2020",0,0
"Yukon","13-02-2020",0,0
"Yukon","14-02-2020",0,0
"Yukon","15-02-2020",0,0
"Yukon","16-02-2020",0,0
"Yukon","17-02-2020",0,0
"Yukon","18-02-2020",0,0
"Yukon","19-02-2020",0,0
"Yukon","20-02-2020",0,0
"Yukon","21-02-2020",0,0
"Yukon","22-02-2020",0,0
"Yukon","23-02-2020",0,0
"Yukon","24-02-2020",0,0
"Yukon","25-02-2020",0,0
"Yukon","26-02-2020",0,0
"Yukon","27-02-2020",0,0
"Yukon","28-02-2020",0,0
"Yukon","29-02-2020",0,0
"Yukon","01-03-2020",0,0
"Yukon","02-03-2020",0,0
"Yukon","03-03-2020",0,0
"Yukon","04-03-2020",0,0
"Yukon","05-03-2020",0,0
"Yukon","06-03-2020",0,0
"Yukon","07-03-2020",0,0
"Yukon","08-03-2020",0,0
"Yukon","09-03-2020",0,0
"Yukon","10-03-2020",0,0
"Yukon","11-03-2020",0,0
"Yukon","12-03-2020",0,0
"Yukon","13-03-2020",0,0
"Yukon","14-03-2020",0,0
"Yukon","15-03-2020",0,0
"Yukon","16-03-2020",0,0
"Yukon","17-03-2020",0,0
"Yukon","18-03-2020",0,0
"Yukon","19-03-2020",0,0
"Yukon","20-03-2020",0,0
"Yukon","21-03-2020",0,0
"Yukon","22-03-2020",0,0
"Yukon","23-03-2020",0,0
"Yukon","24-03-2020",0,0
"Yukon","25-03-2020",0,0
"Yukon","26-03-2020",0,0
"Yukon","27-03-2020",0,0
"Yukon","28-03-2020",0,0
"Yukon","29-03-2020",0,0
"Yukon","30-03-2020",0,0
"Yukon","31-03-2020",0,0
"Yukon","01-04-2020",3,3
"Yukon","02-04-2020",0,3
"Yukon","03-04-2020",1,4
"Yukon","04-04-2020",0,4
"Yukon","05-04-2020",0,4
"Yukon","06-04-2020",0,4
"Yukon","07-04-2020",0,4
"Yukon","08-04-2020",0,4
"Yukon","09-04-2020",0,4
"Yukon","10-04-2020",0,4
"Yukon","11-04-2020",0,4
"Yukon","12-04-2020",0,4
"Yukon","13-04-2020",2,6
"Yukon","14-04-2020",0,6
"Yukon","15-04-2020",0,6
"Yukon","16-04-2020",0,6
"Yukon","17-04-2020",1,7
"Yukon","18-04-2020",1,8
"Yukon","19-04-2020",0,8
"Yukon","20-04-2020",0,8
"Yukon","21-04-2020",0,8
"Yukon","22-04-2020",0,8
"Yukon","23-04-2020",0,8
"Yukon","24-04-2020",0,8
"Yukon","25-04-2020",0,8
"Yukon","26-04-2020",0,8
"Yukon","27-04-2020",0,8
"Yukon","28-04-2020",0,8
"Yukon","29-04-2020",0,8
"Yukon","30-04-2020",1,9
"Yukon","01-05-2020",2,11
"Yukon","02-05-2020",0,11
"Yukon","03-05-2020",0,11
"Yukon","04-05-2020",0,11
"Yukon","05-05-2020",0,11
"Yukon","06-05-2020",0,11
"Yukon","07-05-2020",0,11
"Yukon","08-05-2020",0,11
"Yukon","09-05-2020",0,11
"Yukon","10-05-2020",0,11
"Yukon","11-05-2020",0,11
"Yukon","12-05-2020",0,11
"Yukon","13-05-2020",0,11
"Yukon","14-05-2020",0,11
"Yukon","15-05-2020",0,11
"Yukon","16-05-2020",0,11
"Yukon","17-05-2020",0,11
"Yukon","18-05-2020",0,11
"Yukon","19-05-2020",0,11
"Yukon","20-05-2020",0,11
"Yukon","21-05-2020",0,11
"Yukon","22-05-2020",0,11
"Yukon","23-05-2020",0,11
"Yukon","24-05-2020",0,11
"Yukon","25-05-2020",0,11
"Yukon","26-05-2020",0,11
"Yukon","27-05-2020",0,11
"Yukon","28-05-2020",0,11
"Yukon","29-05-2020",0,11
"Yukon","30-05-2020",0,11
"Yukon","31-05-2020",0,11
"Yukon","01-06-2020",0,11
"Yukon","02-06-2020",0,11
"Yukon","03-06-2020",0,11
"Yukon","04-06-2020",0,11
"Yukon","05-06-2020",0,11
"Yukon","06-06-2020",0,11
"Yukon","07-06-2020",0,11
"Yukon","08-06-2020",0,11
"Yukon","09-06-2020",0,11
"Yukon","10-06-2020",0,11
"Yukon","11-06-2020",0,11
"Yukon","12-06-2020",0,11
"Yukon","13-06-2020",0,11
"Yukon","14-06-2020",0,11
"Yukon","15-06-2020",0,11
"Yukon","16-06-2020",0,11
"Yukon","17-06-2020",0,11
"Yukon","18-06-2020",0,11
"Yukon","19-06-2020",0,11
"Yukon","20-06-2020",0,11
"Yukon","21-06-2020",0,11
"Yukon","22-06-2020",0,11
"Yukon","23-06-2020",0,11
"Yukon","24-06-2020",0,11
"Yukon","25-06-2020",0,11
"Yukon","26-06-2020",0,11
"Yukon","27-06-2020",0,11
"Yukon","28-06-2020",0,11
"Yukon","29-06-2020",0,11
"Yukon","30-06-2020",0,11
"Yukon","01-07-2020",0,11
"Yukon","02-07-2020",0,11
"Yukon","03-07-2020",0,11
"Yukon","04-07-2020",0,11
"Yukon","05-07-2020",0,11
"Yukon","06-07-2020",0,11
"Yukon","07-07-2020",0,11
"Yukon","08-07-2020",0,11
"Yukon","09-07-2020",0,11
"Yukon","10-07-2020",0,11
"Yukon","11-07-2020",0,11
"Yukon","12-07-2020",0,11
"Yukon","13-07-2020",0,11
"Yukon","14-07-2020",0,11
"Yukon","15-07-2020",0,11
"Yukon","16-07-2020",0,11
"Yukon","17-07-2020",0,11
"Yukon","18-07-2020",0,11
"Yukon","19-07-2020",0,11
"Yukon","20-07-2020",0,11
"Yukon","21-07-2020",0,11
"Yukon","22-07-2020",0,11
"Yukon","23-07-2020",0,11
"Yukon","24-07-2020",0,11
"Yukon","25-07-2020",0,11
"Yukon","26-07-2020",0,11
"Yukon","27-07-2020",0,11
"Yukon","28-07-2020",0,11
"Yukon","29-07-2020",0,11
"Yukon","30-07-2020",0,11
"Yukon","31-07-2020",0,11
"Yukon","01-08-2020",0,11
"Yukon","02-08-2020",0,11
"Yukon","03-08-2020",0,11
"Yukon","04-08-2020",0,11
"Yukon","05-08-2020",0,11
"Yukon","06-08-2020",2,13
"Yukon","07-08-2020",0,13
"Yukon","08-08-2020",0,13
"Yukon","09-08-2020",0,13
"Yukon","10-08-2020",0,13
"Yukon","11-08-2020",0,13
"Yukon","12-08-2020",0,13
"Yukon","13-08-2020",1,14
"Yukon","14-08-2020",0,14
"Yukon","15-08-2020",0,14
"Yukon","16-08-2020",0,14
"Yukon","17-08-2020",0,14
"Yukon","18-08-2020",1,15
"Yukon","19-08-2020",0,15
"Yukon","20-08-2020",0,15
"Yukon","21-08-2020",0,15
"Yukon","22-08-2020",0,15
"Yukon","23-08-2020",0,15
"Yukon","24-08-2020",0,15
"Yukon","25-08-2020",0,15
"Yukon","26-08-2020",0,15
"Yukon","27-08-2020",0,15
"Yukon","28-08-2020",0,15
"Yukon","29-08-2020",0,15
"Yukon","30-08-2020",0,15
"Yukon","31-08-2020",0,15
"Yukon","01-09-2020",0,15
"Yukon","02-09-2020",0,15
"Yukon","03-09-2020",0,15
"Yukon","04-09-2020",0,15
"Yukon","05-09-2020",0,15
"Yukon","06-09-2020",0,15
"Yukon","07-09-2020",0,15
"Yukon","08-09-2020",0,15
"Yukon","09-09-2020",0,15
"Yukon","10-09-2020",0,15
"Yukon","11-09-2020",0,15
"Yukon","12-09-2020",0,15
"Yukon","13-09-2020",0,15
"Yukon","14-09-2020",0,15
"Yukon","15-09-2020",0,15
"Yukon","16-09-2020",0,15
"Yukon","17-09-2020",0,15
"Yukon","18-09-2020",0,15
"Yukon","19-09-2020",0,15
"Yukon","20-09-2020",0,15
"Yukon","21-09-2020",0,15
"Yukon","22-09-2020",0,15
"Yukon","23-09-2020",0,15
"Yukon","24-09-2020",0,15
"Yukon","25-09-2020",0,15
"Yukon","26-09-2020",0,15
"Yukon","27-09-2020",0,15
"Yukon","28-09-2020",0,15
"Yukon","29-09-2020",0,15
"Yukon","30-09-2020",0,15
"Yukon","01-10-2020",0,15
"Yukon","02-10-2020",0,15
"Yukon","03-10-2020",0,15
"Yukon","04-10-2020",0,15
"Yukon","05-10-2020",0,15
"Yukon","06-10-2020",0,15
"Yukon","07-10-2020",0,15
"Yukon","08-10-2020",0,15
"Yukon","09-10-2020",0,15
"Yukon","10-10-2020",0,15
"Yukon","11-10-2020",0,15
"Yukon","12-10-2020",0,15
"Yukon","13-10-2020",0,15
"Yukon","14-10-2020",0,15
"Yukon","15-10-2020",0,15
"Yukon","16-10-2020",0,15
"Yukon","17-10-2020",0,15
"Yukon","18-10-2020",0,15
